tweet,existence
"http://bit.ly/dCjUlz -Ancient Weapons Emerge From Melting Arctic Ice-Wow,positive side of Global Warming.Other one is reclaim of dry land",1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 9,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra,1
"Government Report Says Global Warming May Cause Cancer, Mental Illness.  CNSNews.com -  http://bit.ly/cDeYFt",1
SEC warns publically held companies to advise investors of risks of #climate change. http://ow.ly/1DUIy #CSR,1
Save the Whales and They'll Save Us from Global Warming http://bit.ly/cN013J #tcot,1
"Al Gore @ #IRA ""If a snake were coming up the aisle, there wouldn't be a long debate about what to do."" And we dawdle about climate change.",1
We should be leaders on climate change but it is always put on the back burner... http://dld.bz/b3mA,1
RT @WWF_Climate    RT @CarbonDiplomacy Grapes of Wrath: How much trouble does #climate change mean for agriculture? http://bit.ly/abDh6c,1
Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... http://bit.ly/cPxcfZ,1
Climate change and Why Your Allergies Are Getting Worse http://bit.ly/dzYKHK /via @MotherJones,1
Watch PBS 'Dimming the Sun' for more on this #NPR: Could Cleaner Air Actually Intensify Global Warming?-More at http://n.pr/126226938,1
RT @CHIoxfamaction: People in poor countries are 20 times more likely to be affected by disasters caused by climate change than those in the developed world,1
Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... http://bit.ly/94D2xv,1
Oxfam: Climate change devastating rural Ethiopian communities. http://tinyurl.com/3a67ary #Oxfam #climatechange,1
Alexi @Giannoulias believes in putting a price on global warming pollutants to spur development of alternative technology #p2 #ilsen,1
Go for the green! Olympic athletes push for climate change action -- http://mnn.com/node/55056 #climatechange #climateaction #green,1
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*:Get Involved! Call now 202-595-3368 Greenpeace... http://bit.ly/9m44EJ,1
Health effects are a big deal. RT @EPSclimate: Impacts of Climate Change Extend to Human Health http://bit.ly/99jnIZ #moms #families #eco,1
Climate change causing change in ocean chemistry at unprecedented rate. http://www.planetark.com/enviro-news/item/57703 #climatechange,1
"Global warming can be good for http://bit.ly/dd2Rm3, another cool video",1
Allergies Worse Than Ever? Blame Global Warming (Time.com) http://nxy.in/dxleu,1
"RT @arkarthick: Bats, Birds & Lizards Can Fight #Climate Change (Wired) http://bit.ly/c4PCkp (via @unreal_g) #Science RT @Flipbooks",1
For #EarthDay Global warming could affect patient symptoms http://bit.ly/7FppTC classic post,1
Just signed an #earthday petition to take action on climate change via @rockthevote: http://bit.ly/ainwzM,1
Treating Climate Change as a Curable Disease http://viigo.im/3fSu,1
"Global warming: Believe it - Vallejo Times-Herald: Your editorial on global warming (""Keeping the debate honest,"" ... http://bit.ly/9CueV7",1
See how CCX Member Motorola is working to be part of the solution in addressing the climate change challenge: http://bit.ly/aC6NgS,1
RT @manyko2: Bolivian President Blames Capitalism for Global Warming http://bit.ly/bcIloj //US policies threaten indigenous peoples #p2,1
Interesting point re: why macro-probs like global warming are never solved: politicians need only solve immediate probs for re-election,1
RT @MotherJones: Yet another gift from global warming: increased allergy attacks http://bit.ly/9o8F9y #p2,1
Global Climate Change Effects on the Mid-Continent (Download to view animations) http://slidesha.re/bRD3BW,1
"Are you ready for climate change, if so let your lawmakers know, how tell them sign petitions, drop a hint :)",1
UMC Expands Climate Change Policy and Carbon Emission Reduction Goals http://goo.gl/fb/T7njr,1
"Allergies Worse Than Ever? Blame Global Warming: Thanks to an unusually cold and snowy winter, followed by an earl... http://bit.ly/aJKsz3",1
Ridiculous: giving a climate change denier a nature show? Keep Sarah Palin off #Discovery: http://bit.ly/bmUK4w (via @CREDOmobile),1
Report: #Allergy Season to Get Worse with #Climate Change read from @time this really sucks for me: http://bit.ly/aDeS0r,1
CODA Automotive Lauded for Innovation and Technology Efforts to Combat Climate Change and Air Pollution http://goo.gl/fb/AQRum,1
Report Claims Climate Change Is To Blame For Increase Of Allergies http://bit.ly/bG1dIR,1
Tulips in mid-April in Chicago? Love the global warming. http://ow.ly/i/16qg,1
"Global warming will make allergies worse for 25 million Americans, hitting those with asthma hardest: WWF (ClimateWire) #globalwarming",1
"85 degrees in April eh? Hellooo global warming, nice to meet u",1
"Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change http://bit.ly/dmIB7F #agriculture",1
U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change http://bit.ly/ddyxmX,1
U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change http://bit.ly/c75hGf,1
"RT @highcountrynews RT @NPCA: Two more glaciers are gone from namesake nat. park due to global warming, USGS reports http://bit.ly/dpXXWW",1
"RT @solveclimate: Feeling the Heat Down Under When it Comes to Climate Change: Erwin Jackson, The Climate Institute.. http://bit.ly/c1uWL4",1
UK leads the way! RT @10cities Schumacher College: Mobilising Democracy to Tackle Climate Change http://post.ly/RsXv,1
EXCLUSIVE - Climate change could raise cost of U.S. allergies http://bit.ly/bQan2X,1
RT @EnergyBoom: Harvard and MIT Receive $2 Million to Study Health and Environmental Impacts of Climate Change http://bit.ly/cLhcxz,1
Sen. Kerry writing in The Hill today: U.S. Must Lead on Climate Change http://bit.ly/dCT9yb,1
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 1,1
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 2,1
EXCLUSIVE - Climate change could raise cost of U.S. allergies http://bit.ly/bQan2X,1
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 3,1
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 4,1
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 5,1
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 6,1
"RT @BluePractice: The clothing industry started global warming in the first place. - Yvon Chouinard, Patagonia #FortuneGreen",1
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 7,1
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 8,1
Filmmaker Travels The Globe To Find People Fighting Climate Change ... http://bit.ly/bgM3w5,1
Filmmaker Travels The Globe To Find People Fighting Climate Change ...: Filmmaker Travels The Globe To Find People... http://bit.ly/bgM3w5,1
"Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change http://bit.ly/dmIB7F #agriculture",1
"Effort to remake America's energy future and fight global warming could be harmed, or spurred, by Gulf #oilspill: http://bit.ly/dl4zuD",1
How would catastrophic climate change change the average persons life? Think 100% unemployment every where on the planet for several decades,1
Arctic Ice Loss Accelerating Global Warming: Research: TopNews New Zealand Global warming may be getting worse tha... http://bit.ly/cx7Jz2,1
"Plants effective way of tackling global warming: Washington, Apr 30 (ANI): Plant leaves account for less than one ... http://bit.ly/9Ygtzk",1
Namibia: Govt to Get Active On Climate Change http://bit.ly/ct0bmF,1
Plants effective way of tackling global warming http://bit.ly/9dmNc3,1
Glacial Melt From Global Warming Could Unplug Volcanos: Earthweek - A Diary of the Planet Eruptions of glacial vol... http://bit.ly/boNsiq,1
"33 US Military Generals, Admirals: ""Climate Change is Threatening ... http://bit.ly/bbFBhD",1
Off shore drilling threatens wildlife and contributes to climate change.  Urge Obama NOT to expand drilling!  http://bit.ly/c2iwYa,1
"AllGov - News - Global Warming Isn't All Bad•À_If You're an ...: In the frozen reaches of Canada, warmer temperature... http://bit.ly/9o0pxS",1
"Government Report Says Global Warming May Cause Cancer, Mental Illness: A new government report says global warmin... http://bit.ly/cmuSvn",1
"Global warming picking up steam, Obama top science adviser says: John P. Holdren, Obama's top science adviser, dis... http://bit.ly/ckAKgF",1
"RT @TheClimateDesk: Lyme disease already costs &gt; $2.5 billion a year, and climate change could make it even pricier. http://bit.ly/bazHHY",1
Whale Excrement To Check Global Warming: TopNews United States New researcher carried out by the Australian Antarc... http://bit.ly/cA69Fc,1
"Government Report Says Global Warming to Cause Cancer, Mental Illness: CNSNews.com By Matt Cover, Staff Writer (CN... http://bit.ly/cGDR9K",1
EPA issues report on U.S. climate change indicators - warming is having measurable effect across ecosystems http://bit.ly/c9RnR6,1
Report: Save the Whales and They'll Save Us from Global Warming: Need more proof that Global Warming is the proble... http://bit.ly/dBKXCh,1
RT @fishmark: Wine grapes have become our best early-warning system for the effects of global warming. http://awe.sm/55QVf  via @Slate,1
Wine grapes have become our best early-warning system for the effects of global warming. http://awe.sm/55QVf via @Slate,1
EPA Climate Change Indicators Report Shows the Evidence of Global Warming All Around Us http://bit.ly/96VuYB,1
EPA Climate Change Indicators Report Shows the Evidence of Global Warming All ...: Natural Resources Defense Counc... http://bit.ly/abm7iZ,1
EXCLUSIVE - Climate change could raise cost of U.S. allergies http://url4.eu/2cQ8D,1
Syed Husin wanted to know the effects of global warming to Malaysia. http://bit.ly/cG4TMa,1
Cleaner Air Could Speed Global Warming http://bit.ly/d2xBrO,1
EXCLUSIVE - Climate change could raise cost of U.S. allergies http://url4.eu/2cQ8W,1
New facts support global warming case: Recent letter-writer Charles Kesner is either out-of-touch with reliable ne... http://bit.ly/9AB5Sb,1
QUT researchers track climate change http://bit.ly/91EJHE,1
"Study: Climate Change Threatens Your Health, Too http://bit.ly/cbSUb5",1
RT @panteraonca07: Slideshow of Alaska Before the Effects of Global Warming http://bit.ly/d1szFE,1
In Vino Veritas The delicate wine grape has become our best early-warning system for the effects of global warming. http://bit.ly/9lUTkI,1
"Conservation International:: Give a gift that helps prevent climate change, provides habitat for endangered specie... http://bit.ly/dcuSyT",1
"Conservation International:: Give a gift that helps prevent climate change, provides habitat for endangered specie... http://bit.ly/dcuSyT",1
Climate change is real and climate change has consequences for all of us. http://bit.ly/8XLIpP,1
Global Warming Contributes To Rapidly Increased Ocean Acidification: The US National Research Council warned last ... http://bit.ly/bUwIcJ,1
Global warming threatens Ca Mau Province: CA MAU •À_ The southernmost province of Ca Mau was among localities most v... http://bit.ly/b26Twc,1
Global warming means local storming http://bit.ly/d5mwF6,1
Could Cleaner Air Actually Intensify Global Warming?: by NPR Staff As much of the world marked Earth Day this past w... http://n.pr/ahDB11,1
Renewable Energy Advances •À_ Ocean Saltiness Shows Global Warming ...: After pulling data from 1.6 million salinity... http://bit.ly/c1fL3g,1
"The Key to Fixing Global Warming China | Magazine: It's late November 2009, and US energy secretary Steven Chu is ... http://bit.ly/aMtvEN",1
"Global Warming: Ocean chemistry is changing faster than it has in 800,000 years: And that's because of the carbon ... http://bit.ly/cdflgK",1
"Topography of Mountains Could Complicate Rates of Global Warming: ScienceDaily (Apr. 25, 2010) •À_ A new study concl... http://bit.ly/aUXnxh",1
"Soaring mercury; Blame it on global warming|Agartala, Apr 14 : Environmentalists have attributed the .. http://oohja.com/xaMXU",1
Africa: Monitoring a Changing Climate: The gathering environmental crisis presented by global warming... http://tinyurl.com/y252cn2 #Africa,1
Ocean currents still strong despite global warming|Researchers at NASA have discovered that the ocean currents .. http://oohja.com/xaMjc,1
Long-distance journeys out of fashion? Global warming may be causing evolutionary changes in bird migration (sourc... http://bit.ly/9mHr4G,1
"Funniest 'conservative' comment of the day: ""Climate change is due to increased heat from the Earth's core.""",1
"Scientists Say Global Warming Affects Marine Life: In Narragansett Bay, Rhode Island, winter flounder no longer re... http://bit.ly/cm6zar",1
"Redding architect Theimer: Global warming doubters ""stupid"": James Theimer, known locally for his environmentally ... http://bit.ly/9jKBvt",1
